video_id,comment_id,text,label,notes
45J0q2xi7Qk,UgyK5j4BPCZ3bkgyW_B4AaABAg,"En cada episodio de la historia Estados Unidos deja su huella (Esclavitud y racismo es algo que Estados Unidos no quiere se les recuerde, pero aun en la actualidad en Estados Unidos la ley y los derechos son para unos pocos), pero si se hiciera un recuento; ha hecho más mal que bien, y siempre a beneficio de Estados Unidos ""America para los norteamericanos"", todos los demás son potencialmente terroristas. Quienes mueven los hilos en Estados Unidos, Trump no lo creo!, que ocultan, cual es la necesidad de tanto petróleo, en los últimos años solo conflicto con países que tienen petróleo, bases en todos lados para seguridad o para oprimir, que sigue después, obligar a ciudadanos de otros países a incorporarse al ejército de USA, dejando familiares en el olvido y que mueran de hambre, en donde queda los derechos de vida, la guerra no trae la paz sino más conflicto, resentimiento y enojo, para los fanáticos amates de USA si les molesto este comentario, no pediré perdón por la verdad... Aunque no sea alguien, alguien los será por mí, la justicia siempre llega...",,
_he3Z-xUr3g,Ugy8ME57iMZ6B69RMC54AaABAg,Gracias chicos!! Más claro agua.,,
srH80O3G_uQ,UgxndWF9jUB9-ujCl3N4AaABAg.AU3y_E_rg-DAU4jpj4OLGL,"¿Dónde leíste esa boludez de ""los laberintos de stock""? Informate bien, no es tan así. Le atacaron pero Irán los está desgastando con una guerra prolongada además hay misiles escondidos de los iraníes que ya los altos mandos del ejército iraní dijeron que no van a dudar en usarlos y no estan hechos pedazos para nada....",,
2I6B6QSY7AA,UgyEvwq-EACmFNc2kzF4AaABAg,No me alcanzas a dar ni lástima,,
2I6B6QSY7AA,Ugyh_miXYaRFORJ_-UB4AaABAg,Que mal envejeció este video !!!,,
bHtI3lCm8wU,UgwTPNENgSDvI7JkBo94AaABAg,"Cuba con el comunismo solo tuvo destrucción y atraso, además de pérdida de sus libertades los cubanos, por eso lo mejor es  que regrese al capitalismo, que es donde estuvo mejor. Es lo que desean la mayoría de los cubanos, por eso ahora adoran a los EEUU como nunca antes de 1959",,
2I6B6QSY7AA,Ugw8ndWOELe5TAO1GnV4AaABAg,LAMEBOLAS DE SEMEJANTE REPRESOR,,
bHtI3lCm8wU,UgzdXoEKWy2OmFSQyO54AaABAg,Venezuela igual y así quiere Petro  yo solo digo Dios pone reyes y quita reyes,,
bHtI3lCm8wU,UgylNx2fy_xnW21ICPh4AaABAg,QUIEN TE PAGA,,
45J0q2xi7Qk,UgzeEJT5BV6diUU8Qal4AaABAg,"Jomeini llegó a ser aun mucho peor que el Sha de Persia, el infierno esta lleno de buenas intenciones, prometió el cielo y ofreció el peor de los infiernos.
Mucho cuidado de blanquear las revoluciones, porque mañana se pueden arrepentir.",,
bHtI3lCm8wU,Ugys-gMr3elpA08OpSR4AaABAg,"Así pasará con todos los pueblos donde se imponga una tiranía comunista como la castrista, terminarán en la ruina. Por eso hay que exterminar a la tiranía castrista, promotora de esos regímenes.",,
2I6B6QSY7AA,UgzDExBzPLztzHQrGJF4AaABAg,Explícamelo a mas de 8000000 de venezolanos que  tuvieron que salir del gran gobernante maduro  o cuanto de dieron $,,
bHtI3lCm8wU,UgyQoTZ2y6JzTBM_9lB4AaABAg.AMVjvm3-fAqAQjBWMKh6q7,"Se sabe, sin seguridad sin dinero y sin ninguna esperanza cercana para México.",,
srH80O3G_uQ,UgwILpE9XxP4Fyh-vJN4AaABAg,Darles por el *😢,,
45J0q2xi7Qk,UgxgchVGnASXWq2eNiZ4AaABAg,La historia del munfo,,
srH80O3G_uQ,UgyhOnEakyT-97ZRSRJ4AaABAg.AU3gXc2KUAaAUCJzNMTfAj,De qué sobrenia hablas de Irán?,,
srH80O3G_uQ,Ugx36971KmJUl7kSDr54AaABAg,"https://youtu.be/jMH7KC5HcNM Hola diego ¿has visto este video? Me parece muy peculiar y llamativo porque habla de los Rothschild y cómo afectaron y afectan al mundo, desconozco la verdad quien es el que habla porque al parecer es un video recuperado de no sé dónde, pero lo que cuenta lo hace ver como alguien entendido, como si se hubiese dado cuenta de lo que estaba por pasar desde hace ya algún tiempo. En algún momento del vídeo dice que la familia Rothschild tenía (o tiene) como objetivo que las naciones peleen entre sí con el único propósito de debilitarlos y ser ellos quienes se queden con las riquezas del mundo entero o casi entero, al ver este estracto tuyo me recordó a ello. La verdad digo esto desde la ignorancia porque no soy un gran historiador o versado en el tema, pero me llamó la atención.

Saludos",,
_he3Z-xUr3g,Ugwu3xBb25nL0zCmQE54AaABAg,porque en el minuto 1:30 habeis puesto un vid de asmr sobre noticias del Negro Santaolalloh?,,
srH80O3G_uQ,UgyhOnEakyT-97ZRSRJ4AaABAg.AU3gXc2KUAaAUDYPmIt6Yc,¿Esta apoyando una dictadura? ¿Si sabes que el gobierno de Irán mató a miles de civiles? Enserio no entiendo a este gente....,,
2I6B6QSY7AA,UgzIg-9Bk4tza7OPzKR4AaABAg,Lástima que aquí no se puede etiquetar al departamento de inmigración de USA,,
bHtI3lCm8wU,UgzhrbarscN--zsELcl4AaABAg,Esa narrativa ya no te la creen pon algo nuevo!!!,,
bHtI3lCm8wU,Ugx9GU3x9Qkw2EGi2Ol4AaABAg,"Los cubanos después de su independencia de España, no han conocido gobierno peor que la tiranía castrista bajo el yugo del tirano Fidel Castro. Nunca tuvieron menos libertades en toda su historia. Los salvadores de Cuba serán los propios cubanos cuando se liberen de la tiranía castrista. La URSS apoyó a Cuba convirtiéndola en su satélite, solo por intereses geopolíticos, eso le permitió al tirano Fidel Castro vivir de parásito de ella (como lo hizo luego con Venezuela) durante medio siglo, millonarios recursos esos que ningún gobernante de Cuba recibió de gobierno extranjero alguno antes de 1959, y que además, fueron despilfarrados por el tirano Fidel Castro en promover guerrillas y terrorismo en América Latina, guerras en África y en hacer millonarias donaciones a terceros países del tercer mundo para que tratar de que le vieran como un mesías internacional, a costa del hambre, la miseria y la destrucción de Cuba, cuyo pueblo nunca le importó mas que para darle migajas. El resultado: destruyó a Cuba como nación, no solo su economía, pulverizó a las familias cubanas, Cuba se están cayendo en pedazos y además, le quitó las libertades al pueblo, creando el aparato represivo mas grande que gobierno de Cuba alguna vez tuviera. Ahora los cubanos adoran mas a los EEUU como nunca antes de 1959, ven a EEUU como su salvación. A los lacayos extranjeros de la tiranía castrista que repiten como cotorras de feria todas las mentiras que ella inventa para victimizarse y blanquear sus culpas por la destrucción de Cuba culpando de ello a los EEUU, cada vez les funciona menos repetir en las redes y foros esa falacia, pese a que la repiten infinidad de veces, pero ya el Internet abrió los ojos a la gente y la tiranía castrista perdió la batalla informativa en las redes y en todo el internet, porque ya cada cubano de a pie con un celular se ha convertido en un transmisor de la realidad cubana desde adentro, y la tiranía castrista ya no tiene como en décadas pasadas, el control monopólico de la información sobre Cuba. Por eso además de tener a todos sus esbirros extranjeros usando infinidad de cuentas metidos todo el día en los videos sobre Cuba repitiendo sus mentiras, ha tenido que utilizar brigadas de ""ciberclarias"" desde adentro para perseguir como policías todo lo que se publica en la web sobre Cuba, recordemos que Cuba es un Estado policíaco, como todas las tiranías comunistas.",,
45J0q2xi7Qk,Ugxvn9OpBGwIf1UOuoV4AaABAg,"Vivían muy bien proogreso,las mujeres eran libres podrían estudiar ,bisr vestirse a la moda,manejar",,
_he3Z-xUr3g,UgxNemoxMjxBMl_3jyh4AaABAg.AUu6b2iP7TvAUu8k6exGga,"Y los senegaleses también se dedicaron a ser “manteros”.
Pero ojo, hace 50 años atrás no existían las ayudas sociales, y de países limítrofes venían a trabajar, aunque eso no implique que también lo hacían para delinquir u ocupar tierras como cualquiera. España, al igual que muchos países con políticos compra votos, regalan el dinero de los contribuyentes para fomentar la dependencia.",,
bHtI3lCm8wU,UgyJVGOQiMkU-33y4t14AaABAg,"Es bien sabido que la tiranía castrista ha sido la promotora de gobiernos y organizaciones narcoterroristas como las colombianas (por eso usaron a Cuba para sus falsas negociaciones de paz de las narcoguerrillas, que no era mas que negociaciones de narcos amparados pr un gobierno narco). Hasta que EEUU no salga del problema que representa para él la tiranía castrista, nada se resolverá en América Latina. En Cuba e3s donde está el escondite y base de operaciones del narcoterrorismo despilfarrando recursos de Cuba en vez de usarlos en el pueblo de Cuba",,
2I6B6QSY7AA,UgxW6GqwJ-dnIENULkd4AaABAg,Solo vine a leer los comentarios..😂😂😂,,
2I6B6QSY7AA,UgxKbPor8Vv0yHPJlUJ4AaABAg,Me pregunto qué estará pensando ruzzarín sobre los acontecimientos recientes…,,
bHtI3lCm8wU,Ugz0CB-ZmiS53ty2NXZ4AaABAg,"¿Se han preguntado por qué los hambreados cubanos de a pie que son entrevistados en las calles de Cuba rara vez o nunca mencionan el embargo de los EEUU como culpable de su situación? Es simple: porque saben que es mentira. Lo saben porque lo viven, y saben lo mal que ha sido administrado el país y los disparates de última ocurrencia que caracterizaban al tirano Fidel Castro, que inventaba cosas de último momento para hacerse propaganda pero que luego resultaban en un fracaso. Eso de tratar de culpar a terceros de los desastres que causan, es muy propio siempre de los comunistas para tratar de blanquear sus culpas y victimizarse. Recursos Cuba ha tenido, pero han sido despilfarrados por el tirano Fidel Castro. La mejor muestra es el despilfarro del multimillonario subsidio de la exURSS, con el cual cualquier país se hubiera desarrollado pero que el tirano Fidel Castro malgastó en su participación en guerras en otros continentes, en el fomento de guerrillas y terrorismo en otros países y en donaciones para obras civiles a diversos países, todo con el enfermizo objetivo de vender una imagen de mesías tercermundista del tirano Fidel Castro. O también esos millonarios recursos que fueron recibidos por Cuba y que no se ha dicho cómo se usaron, y que por ejemplo, han tenido sentada en un juicio en Londres a Cuba como un país mal pagador de deudas, algo por lo cual es tan conocida y por lo cual muchos le exigen pagar en efectivo y no le dan créditos.",,
45J0q2xi7Qk,UgyRyrofIGSxD4eWkBd4AaABAg,"Que un país tenga cosas que mejorar en materia de derechos humanos NO justifica la guerra, ni hace menos grave el bombardeo a su población.",,
45J0q2xi7Qk,Ugz8NB6SV3A_1hOAijJ4AaABAg.AU1QS__bMZWAU2zPq5eQUm,República.iran.pero.son.arabe.ojala.sea.turquia,,
srH80O3G_uQ,UgzZi1rhVq7oEmBFinN4AaABAg,"El mayor problema en la percepción del común de los ciudadanos de Gringolandia es que este guerra no les pertenece y ya llevan varios años financiando otra que tampoco les pertenece y el costo es de los contribuyentes de su pais
Está última, además tiene un gran aroma de camuflaje por los problemas de entrepierna del presidente en particular y de un grupo de millonarios en general que no tienen por qué encubrirlos y menos desangrando sus economías y sus cuerpos",,
srH80O3G_uQ,Ugz1Z4qIwWyfNp2fS5N4AaABAg.AU3YbTGp4imAU3dIy2B52a,"Israel no puede caer, E.U es otra historia",,
2I6B6QSY7AA,UgxhZosu3GUg_8vyw794AaABAg,"Y ahora en 2025, quien diría, jajajja payaso",,
_he3Z-xUr3g,UgyPXxrD5BoGT6Qt9xt4AaABAg,"Lo peor es que tal y como está el nivel político del hemiciclo no será ni el peor que haya pasado por las cortes del estado, y eso que hay que ponerle ganas para encontrar un diputado peor que este.",,
bHtI3lCm8wU,UgyrEfa5URCDfWkw2sJ4AaABAg,"Hoy los cubanos ven a este sujeto como una desgracia, en 1959 pensaban que era algo bueno y 66 años después lo ven como el peor gobernante que tuvo Cuba, no le importó el pueblo de Cuba, solo (como buen ególatra) vender su imagen entre el wokerío zurdirojete (especialmente los enfermizamente antinorteamericanos), para saciar su megalomanía. Nunca permitió que alguien le llevara la contraria, ni entre sus colaboradores ni en el pueblo. El miedo de todos en Cuba hacia él, fue su manera de gobernar.",,
2I6B6QSY7AA,UgxECdNgy09id-7u86F4AaABAg,Eres un culon eso es lo raro jajajajaj pos no,,
srH80O3G_uQ,UgyhSjL7Byl_B4iiMC54AaABAg,"Pero si al final del día trump sabe que tiene el dólar que lo apoya, nadien del gobierno le va a decir que no puede gastar el dinero de E.u
Está gastando en Inmigración, en la guerra, apoyando a Ucrania y muchas otras cosas que no se dicen.. el dinero no es un problema para el oh Estados Unidos",,
srH80O3G_uQ,Ugz2bN4YvLqcYFGd6Jh4AaABAg.AUVR7mSAo1xAU_vOKvHXsw,"Por que ni sus seguidores leen libros, solo por lo elocuente que suena se dejan llevar por una narrativa manipulada. 😂",,
srH80O3G_uQ,UgwEQ2ZMGz9-oTWoxiJ4AaABAg,Ojalá así sea!!,,
srH80O3G_uQ,UgzgM9cHH3Q417eCC6N4AaABAg,A veer que pasa,,
2I6B6QSY7AA,UgyOqO5buFbjHSy9uEF4AaABAg,Quiero que haga una reacción a este video comedia-campaña que vendió.  😂😂😂 Y que después se mude a Venezuela!!!,,
45J0q2xi7Qk,UgzE4fuzAN9uL0T2oaJ4AaABAg,Saludos desde manizales Caldas Colombia me gusta mucho tus publicaciones ❤❤❤❤,,
bHtI3lCm8wU,UgxogilFN89wT01VXE14AaABAg,"NO DIGAS PNDJADAS. LOS GRIN-GOS NO CONFORME CON SU EMBARGO A LA ISLA, LO HIZO EXTENSIVO AL MUNDO, IMPIDIENDO CUALQUIER COMERCIO DE  TERCEROS PAISES CON LA ISLA,  SO PENA DE SANCIONES A QUIENES LO HICIERAN. LA SITUACION ACTUAL DE LOS PIN-CHES GRIN-GOS CON EL MUNDO ¿ NO ABRE TU CEREBRO? MALDT IGNORANTE .",,
srH80O3G_uQ,UgyP81bmnpAKYpweOmZ4AaABAg,"Independientemente del poderío económico (petrodolar) de estados unidos, la balanza económica mundial ya no se mide tan solo por la moneda, sino por la capacidad de producción (China, amiguitos) Estados Unidos en una guerra de desgaste contra Irán  es recontra boleta. Lo loco que dice el Diegote, que es muy cierto es que esta guerra es super impopular, incluso con toda la desinformación de los medios occidentales, ahí es donde te das cuenta, quienes siempre gobernaron, esta guerra no es por el pueblo, esta guerra es por los grandes Capitales que siempre tuvieron el poder, y no lo quieren soltar ni aun perdido. Hasta donde van a llegar con esto, cuanta gente va a verse exprimida por estas políticas extorsionistas a favor de una guerra que no nos pertenece? A estas alturas solo me queda creer que es un mal necesario. Saludos desde Argentina!",,
45J0q2xi7Qk,UgzdL90SMlvAhnM-cQh4AaABAg,Ps q bueno..q siga siendo asi hasta el fin del mundo.. de puro velos.. esas tradiciones deberian expandirse en todo el mundo y paises,,
45J0q2xi7Qk,Ugy7AfAPyeAhTZunQ5d4AaABAg,Tu dices que es un Régimen em irán pero cuando es Reyes son reyes no régimen osea el régimen de Rey mato gente y torturó y nunca le dices régimen al régimen del rey que doble moral hablan no entiendo como se le puede decir régimen a irán y es verdad no lo niego pero estados unidos e Israel también son régimen o son democracias allí te la dejo,,
srH80O3G_uQ,UgwwH9FNlQuoOsAJXm94AaABAg,"Hay un FACHO PITONIZO que se llama Mario Vannucci. Antes me entretenía, porque decía cosas lindas, que la buena vibra y demás. Nunca metiéndose en Política. Pero, en sus Predicciones para este 2026, el canijo dijo que las influencias astrales harán que muchos países dominados por dictaduras (y aquí obvio y muy tendenciosamente incluyó a México). Que serían LIBERADOS, y que caerían estos malos gobiernos. Curiosamente no mencionó a E.U. Curiosamente él también vive en Estados Unidos. Entonces, SE ME HIZO UN MISERABLE FACHO DESHONESTO el que hubiera hecho estas declaraciones (PORQUE NADA LO OBLIGABA A MENCIONAR PAÍSES EN ESPECÍFICO). Y lo que no sabe el ""Tesorito"" es que en efecto, las ""Energías"" que se están moviendo de: Plutón en Acuario son, para los que conocen de esto, EL FAVORECER A LA HUMANIDAD, AL GRUPO, Y NO AL INDIVIDUALISMO que es precisamente  lo que fomentan los regímenes como E.U. Plutón se define como ""EL DESTRUCTOR/REGENERADOR. Y Acuario impulsa LOS VALORES HUMANITARIOS, LA EQUIDAD PARA TODOS, y no el de empoderar solo a unos cuantos ""BICHOS"". Así es que, si hubieran algunas dictaduras y malos gobiernos que TENDRÍAN QUE CAER ESTE AÑO debido a esta influencia. Uno de ellos sería precisamente Estados Unidos. ¡QUE ALEGRÍA SERÁ, INICIANDO EL AÑO 2027, EL FELICITAR A ESTE ADIVINO VENDIDO haciéndole ver que...TENÍA RAZÓN, pero que se EQUIVOCO AL NOMBRAR LOS PAÍSES QUE IBAN A CAER! 😄👍😎✌😛",,
2I6B6QSY7AA,Ugxq69NWP7Puznz0jmt4AaABAg,"Como que este tipo aún no esta preso, es un blanqueador de un genocida.",,
45J0q2xi7Qk,UgzGJVOde0PrDZFRJBV4AaABAg,Y no mencionas los miles de muertos y torturados por el Sha? Que sesgado o que manipulador.... cada vez este canal esta en decadencia,,
45J0q2xi7Qk,UgwT0FbTvlRMTS7Z1Dl4AaABAg,"Que no haya derechos de mujeres está mal pero,las mujeres cada vez andan por las calles casi desnudas,ya no hay pudor pienso que por eso hay muchas violaciones por qué los animales a quienes cogen son a las niñas.Nada justifica que otro pais invada a otro pais ,las problemas se solucionan en casa entre ellos,a mí noe gustaría que el vecino venga a poner orden en mi casa.",,
bHtI3lCm8wU,Ugx4O5Z6q68GPlgDovB4AaABAg,"mas bien acabó con toda la nación cubana, Cuba ha sufrido una destrucción que costará mucho su recuperación, destruyó antropológicamente al cubano",,
srH80O3G_uQ,UgyunY86AVK1b3QZIX94AaABAg,La justificación es el zionismo cristiano americano.,,
2I6B6QSY7AA,UgzN1ZS7o5lsPFOgUGF4AaABAg,alguien me cuenta por que Ruzzarin borro su pod cast con Maduro?,,
45J0q2xi7Qk,Ugw_U_kewm6_foWj5AF4AaABAg,"Viendo los comentarios me doy cuenta de que la gente solo puede pensar en blanco o negro, creen que si un régimen teocrático es malo, el ataque de Israel y Estados Unidos será la salvación. No es así, aquí el problema es que tanto Trump como Netanyahu son unos oportunistas, hipócritas, mentirosos y saqueadores, lo único que quieren es el petróleo de Irán, tomar el control total de la región y perjudicar a China.  A ellos las mujeres iraníes les importa un carajo.  No hay que ser ingenuos, por favor, tal parece que no conocen nada de historia reciente del mundo, acaso no saben de todo el daño que Estados Unidos le ha hecho al mundo, especialmente a Latinoamérica, acaso no han visto lo que Israel y Estados Unidos han hecho en Gaza. Por favor, no hay que ser tan ingenuos para pensar que la vida de los iraníes va a mejorar después de esto, ojalá fuera así, pero solo saldrán de las llamas para caer en las brasas.",,
2I6B6QSY7AA,UgwKfXyNce2zPmzYJSZ4AaABAg,"Por eso no sigo a este wey, porque habla pura mmd",,
2I6B6QSY7AA,Ugwa15hDefRVjYcGekR4AaABAg.ARaGcr0fErPARaNxMGt7bR,"En ningún momento dijo que es su ídolo. En ningún momento se presentan pruebas de que Maduro haya sido un dictador. 

Todo lo que tienen los gringos es robado, por pendejos como tú, la gente se cree cualquier mamada que ve en redes como si fuera la verdad",,
_he3Z-xUr3g,UgzGg2RIdJJvrzGY5GR4AaABAg,Top manta a su país,,
2I6B6QSY7AA,UgwijlozkbCdIp1NcR94AaABAg,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,,
45J0q2xi7Qk,UgyVgvbPLpaZsiBU1r14AaABAg,Lamentable suerte para los desecendientes de los persas ... el sha y los ayatolas son la misma porqueria y en medio una sociedad iraní soñando la libertad y desarrollo que ninguno de estos los concedería ...,,
2I6B6QSY7AA,UgxUc73Qu3Qo-2fz_rN4AaABAg,"Estas bien pendejo Ruzzarin o te pagaron por hacerte pendejo. 

Y como tú siempre dices que eres bien chingón, lo que queda es que te llegaron al precio.",,
2I6B6QSY7AA,UgydpdRrugTl1MjiZXd4AaABAg,"Tienes razón, al norcoreano le escupen en la calle",,
2I6B6QSY7AA,UgwcOK1dDq-eUwxvctN4AaABAg,"Narrativa sarcástica, dejó de ser narrativa y dejó de ser sarcástica.",,
2I6B6QSY7AA,Ugw0f97z82smUZ7tDYl4AaABAg,Dale la polalla,,
bHtI3lCm8wU,UgyzkQTQniNrbclxEyR4AaABAg,"Lo que no me explico es que si los esbirros castristas extranjeros como el multicuentas que siempre escribe en los videos de Cuba hablando de las supuestas culpas del ""criminal bloqueo"" (así le llama para dramatizar), decían que la entrada de Cuba a los BRICS (no sé cómo puede explicar eso si dice que hay un ""bloqueo"") sería la solución a la miseria, hambre y destrucción de Cuba, por qué el país sigue cada vez peor. ¿O es que China y Rusia son parte de su imaginario bloqueo?",,
bHtI3lCm8wU,UgxXbG5BI1vDighdUMR4AaABAg,"Donald Trump, el indiscutible líder del mundo en estos momentos, Presidente de la Libertad en las Américas....María Corina Machado, la indiscutible líder del pueblo de Venezuela en estos momentos, que cuando caiga completamente la tiranía castrochavista de ese país, dirigirá los destinos de la nueva Venezuela libre",,
_he3Z-xUr3g,UgyYvoOACZtC4lUDjIh4AaABAg.AUug50Nmh7_AUwABZCy5dd,Esto se va a arreglar💪🏻,,
45J0q2xi7Qk,Ugw4hU4i3ViK2f7V6Ft4AaABAg,Jajaja resumen del video CULPA de occidente bien ahi😎,,
srH80O3G_uQ,UgyVbPKgFgTrPYkKJPd4AaABAg,Que onda eso,,
45J0q2xi7Qk,Ugw2yaLGxjymnubT1Jt4AaABAg,"Este es un vídeo engaña bobos: 1) la mujer vestida de negro en la miniatura muestra el estilo de las mujeres en Arabia no de Irán, actualmente ahí no se usa niqab, menos aún burka, se utiliza el hiyab que permite ver el rostro completo. 2) Actualmente en Iran hay más mujeres en las unirsidedes que en la época de los Palevi, 3) Ninguna revolución, la que sea, triunfa sin el apoyo de las mayorías, Trump se equivoco al pensar que el ""Regimen"" de la revolución islámica no tenía el apoyo del pueblo Iraní, ellos están dispuestos a morir por sus creencias y eso será la principal causa de la primera gran derrota del imperio estaunidense en este siglo, esperen un tiempo y lo veran con sus propios ojos.",,
45J0q2xi7Qk,UgywP0GfiaiaUDNoak94AaABAg,"Déjelos, esa es su cultura que tiene mas 7 mil años",,
2I6B6QSY7AA,UgwzIkF43DA0v3eBWCJ4AaABAg,Son matices de dictador ps 💩.,,
bHtI3lCm8wU,UgxErmWQg6XGHVIq6VV4AaABAg,"M4ldit4 b45ura ese Castro, y lo peor que aun hay demasiados izquierdozos alimentando ese c4ncer😢",,
bHtI3lCm8wU,UgwbTIO7AWUUcklyKdt4AaABAg,A ver. Era el prostibulo más grande del america latina eso no es un progreso. Hoy no está mejor tampoco,,
45J0q2xi7Qk,UgxcDOPb9j051X8yfAt4AaABAg,cualquier parecido a Colombia es pura coincidencia con los zurdos comunistas,,
45J0q2xi7Qk,UgwcfI84ZDMT-mmf2_V4AaABAg,"Ah........ahora entiendoooo !!!! Como como a los ""libertinos para si mismos pero no para los demas"" no les gusta la cultura de otro pais, lo bombardéan !!! ah, si, si, ahora comprendo !",,
2I6B6QSY7AA,UgxBcjsWE-J3hD95OAx4AaABAg,De verdad que eres un lame botas del dictador camino la caye del pueblo sin estar rodeado de la gente del gobierno y veras la realidad de la gente,,
srH80O3G_uQ,UgxRbp6ts0IYwoghSkB4AaABAg,🤔 Tendrá su objetivo más al Este de Irán???,,
2I6B6QSY7AA,UgwHZ0pt3OaHnDYhPBh4AaABAg,"Ahora que vas a decir jalabolas, te mojaron la mano con dólares.",,
2I6B6QSY7AA,UgxeQqLLCW65U3oRAPJ4AaABAg,"Este tonto solo dice estupideces....y súper sesgado.,",,
_he3Z-xUr3g,UgxVMSTYB3tfPAEqIhR4AaABAg,Esto es autentico cine.,,
bHtI3lCm8wU,UgyUaQwtgM-_HvjxT7R4AaABAg,"2:00, 3 tacos después LA URSS ES LA ÚNICA QUE ES DE FIAR, vaya ese sujeto desde el principio era un comunista extremo que sabe más reprimir que de economía",,
srH80O3G_uQ,Ugyr3-OQdRn64BtLQ214AaABAg,"Los huties y  libaneses tienen q invadir terrestremente israel y devolverlos a todos a europa ,,",,
2I6B6QSY7AA,Ugzl3LLHXNNpDTVZnrl4AaABAg,TAMBIÉN VENGO A REÍRME DE TI PORQUE CAPTURARON A TU MAESTRO 🇺🇸 🇲🇽 🇻🇪,,
srH80O3G_uQ,UgyHwxNsPdNB9svKQGZ4AaABAg.AU43Ojjp3M2AU4V7xvartR,Y porque va perdiendo Irán ?,,
bHtI3lCm8wU,Ugx-c0ROJFgnmePPdDN4AaABAg,Lo mismo esta haciendo Morena en Mexico,,
2I6B6QSY7AA,UgwvgY_RRSGyDTY-zu14AaABAg,Yo vine buscando la entrevista a maduro pero no la encuentro eso está muy estético contingente,,
2I6B6QSY7AA,Ugx3MuzzP1ruZ8cb3TR4AaABAg,Brasileño pocos huevos,,
srH80O3G_uQ,UgxT8hSMnlYNi2LUovd4AaABAg,Ojalá bomaberdeen pero tu casa porque eres un insoportable,,
srH80O3G_uQ,UgzUbhuzFS_Svq0t1EN4AaABAg,Diego esta mas perdido de la realidad que un liberal🤣,,
2I6B6QSY7AA,UgwmUuIt7s2ZfHprrv54AaABAg,“Para eso son las elecciones” JAAJAJAJAJAJA menudo imbecil el ruzzarin,,
bHtI3lCm8wU,Ugys0m5bcasBWDqV1md4AaABAg,Y co.o viven sus hijas nietos y sobrinos? Tontos los cubanos,,
bHtI3lCm8wU,Ugw3AIWdn1Cfn0hKTnh4AaABAg,"El tirano Fidel Castro no solo acabó con la economía cubana. Acabó con Cuba como NACIÓN. Destruyó antropológicamente al cubano, le mató su patriotismo incentivando que el extranjero en Cuba tuviera mas prebendas que el cubano, la mayor parte de las construcciones en Cuba están en estado crítico y destruidas, todo está sucio y feo excepto las zonas residenciales de la mafia castrista y las zonas turísticas, y hasta han aparecido los pueblos fantasmas que antes de 1959 nunca existieran, todo debido a la alta emigración. Las familias cubanas han sido pulverizadas y divididas principalmente entre EEUU y Cuba donde la de EEUU mantiene a la de Cuba y por eso la gente en Cuba adora tanto a Miami, y el peso cubano ha sido convertido en basura y se le rinde culto en Cuba al dólar, algo impensable antes de 1959. El rescate de Cuba como nación cuando se logre liberar de la tiranía castrista, será un proceso largo, pues hasta la mala educación se a apoderado del cubano de hoy y robar se ha vuelto una práctica común en la gente.",,
45J0q2xi7Qk,Ugx9jMAH9z6NrRLkgch4AaABAg,"Siempre los pueblos buscando bienestar van de una lado al otro, siendo víctimas de lideres que se corrompen en el poder un ciclo sin fin",,
bHtI3lCm8wU,UgxvlBCkZ5JNkl9Qfbx4AaABAg,"Cubanos abran los ojos, Puerto Rico es una colonia gringa y está peor que Cuba, todo país que pisan los gringos lo destruyen, el imperialismo yanky paga para desanimar a los cubanos; acusan a Venezuela de meter droga a USA, pero allá la mariguana es legal, y allá viven los grandes productores de marigua sintética, acusan a México de meter fentanilo a su país y quieren destruir los carteles mexicanos, pero ellos mismos les venden toda clase de armas.
   Los gringos lo que quieren es ser ellos los capos de la droga por el dineral que genera su venta.
   Allá en cada calle hay dos dealers , y el gobierno lo permite por el dineral que deja.
   Cubanos patriotas no se crean de esos traidores, no están solos Rusia y China están con ustedes.
Y lo del comunismo es un fantasma con lo que el clero católico asusta a los idólatras de la guadalupana, los supersticiosos que se asustan con el petate del muerto.",,
45J0q2xi7Qk,UgzhFHFOjVD6OzsX3Zh4AaABAg,Cambiaste de editor??,,
45J0q2xi7Qk,UgwvJKXHJDhopG-yxa14AaABAg.AU-szX9U6cIAU1nSwtaBwo,"Lo mismo que los negacionistas de las Dictaduras Militares de Chile, Argentina, Paraguay y Brasil. En Centroamérica ocurrió una crisis política terminando en guerra civil Guatemalteca, Salvador y Nicaragua, dónde masacraron pueblos indígenas, persiguieron clerigos, y negociaron con narcos, busca el Caso Irán-Contra.",,
2I6B6QSY7AA,UgxVfB8SLYYloLAj9wx4AaABAg,"Vengo del futuro, secuestraron a Nicolás 💔😓😓😓 
Fuiste muy afortunado de conocerlo Diego, un gran honor conocer a Nicolás Maduro.",,
bHtI3lCm8wU,UgzoY7eKdCWw--4edwd4AaABAg,endemoniado comunista ya has de estar hirviendo en el infierno.👹👹🤨  ..,,
45J0q2xi7Qk,UgwwZAXKY-AEIJGQqmR4AaABAg,"Se van al extremo ahora. 
Casi DESNUDAS LAS MUJERES MUNDIAL casi😂
Q vistan normal pero tampoco DESNUDAS como ahora",,
bHtI3lCm8wU,Ugwq1Pt8VaCozBwJsjR4AaABAg,Just like Mandami will do to NYC🫵,,
