text,dataset_source,use_for,label,text_clean
Qué mierda esa zozobra previa a los recortes de personal.,multilingual_paradetox_es,analysis,,qué mierda esa zozobra previa a los recortes de personal.
ya me han venido los 4 fachas de turno a tocarme los cojones,multilingual_paradetox_es,analysis,,ya me han venido los 4 fachas de turno a tocarme los cojones
Quién es este subnormal y por qué ha soltado semejante subnormalez?,multilingual_paradetox_es,analysis,,quién es este subnormal y por qué ha soltado semejante subnormalez?
Qué peste a culé esta pillando la afición madridista...,multilingual_paradetox_es,analysis,,qué peste a culé esta pillando la afición madridista...
"Pues si es así, que zorras que sois.",multilingual_paradetox_es,analysis,,"pues si es así, que zorras que sois."
Cuando alguien intenta manipular de manera tan burda lo que provoca es asco. Miratelo.,multilingual_paradetox_es,analysis,,cuando alguien intenta manipular de manera tan burda lo que provoca es asco. miratelo.
"No pasa nada, él es el mas preparado y el mas valiente que ya lo decia la abuela Carmena.",multilingual_paradetox_es,analysis,,"no pasa nada, él es el mas preparado y el mas valiente que ya lo decia la abuela carmena."
"Con Mokus y Fajardo, hay estos políticos de mierda",multilingual_paradetox_es,analysis,,"con mokus y fajardo, hay estos políticos de mierda"
"Mano, puto subnormal, dos veces te lo he tenio que repetir",multilingual_paradetox_es,analysis,,"mano, puto subnormal, dos veces te lo he tenio que repetir"
"Árbitro de mierda, Conmebol de mierda.",multilingual_paradetox_es,analysis,,"árbitro de mierda, conmebol de mierda."
Es asombroso el nivel de estupidez-robotización del adoctrinamiento progre.,multilingual_paradetox_es,analysis,,es asombroso el nivel de estupidez-robotización del adoctrinamiento progre.
"es que no lo eres, es decir, qué más da ser hetero, el problema está en ser retrasado xd",multilingual_paradetox_es,analysis,,"es que no lo eres, es decir, qué más da ser hetero, el problema está en ser retrasado xd"
Los mas valientes. Haz que pase!,multilingual_paradetox_es,analysis,,los mas valientes. haz que pase!
"El gobierno de mierda, debería dejar de hablar hueás contra toda evidencia.",multilingual_paradetox_es,analysis,,"el gobierno de mierda, debería dejar de hablar hueás contra toda evidencia."
"La jueza archiva la paliza de los trozos de mierda fascistas a Lagarder, porque la  no entregó la denuncia",multilingual_paradetox_es,analysis,,"la jueza archiva la paliza de los trozos de mierda fascistas a lagarder, porque la no entregó la denuncia"
"Y lo bien que les va siendo fachas, que no es gratis",multilingual_paradetox_es,analysis,,"y lo bien que les va siendo fachas, que no es gratis"
"Culpa de las mafias y lo progres follarefugees que hacen efecto llamada, nos quedamos sin 57 pensiones",multilingual_paradetox_es,analysis,,"culpa de las mafias y lo progres follarefugees que hacen efecto llamada, nos quedamos sin 57 pensiones"
-Una directiva fracasa deportivamente -Unos monguers los votan para que sigan mandando -Los monguers se sorprenden d q fracasen #estapasando,multilingual_paradetox_es,analysis,,-una directiva fracasa deportivamente -unos monguers los votan para que sigan mandando -los monguers se sorprenden d q fracasen #estapasando
"en una cárcel española cuestan dinero, en su puta casa en Marruecos no cuestan ni un duro.",multilingual_paradetox_es,analysis,,"en una cárcel española cuestan dinero, en su puta casa en marruecos no cuestan ni un duro."
"ufff eso es como construir puertas lógicas con legos; se puede, pero estás haciendo el imbécil.",multilingual_paradetox_es,analysis,,"ufff eso es como construir puertas lógicas con legos; se puede, pero estás haciendo el imbécil."
"No, lo que parece de ese siglo es su puta bazofia de programa.",multilingual_paradetox_es,analysis,,"no, lo que parece de ese siglo es su puta bazofia de programa."
Ni caso a los gilipollas como el  es un fascista de mierda,multilingual_paradetox_es,analysis,,ni caso a los gilipollas como el es un fascista de mierda
Pero que pedazo de retrasada,multilingual_paradetox_es,analysis,,pero que pedazo de retrasada
"Por cierto, donde anda metido el gusano comunista ese?",multilingual_paradetox_es,analysis,,"por cierto, donde anda metido el gusano comunista ese?"
@ promosquevienen no se vayan de viaje de egresados con upgrade xq son la peor verga que hay:)),multilingual_paradetox_es,analysis,,@ promosquevienen no se vayan de viaje de egresados con upgrade xq son la peor verga que hay:))
"Y como siempre los nacotes sin educación diciendo groserías, son los que están en contra de este gran gobierno respetable.",multilingual_paradetox_es,analysis,,"y como siempre los nacotes sin educación diciendo groserías, son los que están en contra de este gran gobierno respetable."
Jajaja..  Que simpatico el charnego.. Te vamos a votar a ti membrillo.,multilingual_paradetox_es,analysis,,jajaja.. que simpatico el charnego.. te vamos a votar a ti membrillo.
Está claro que el lobby proxeneta está bien organizado 👿👿,multilingual_paradetox_es,analysis,,está claro que el lobby proxeneta está bien organizado 👿👿
Conclusión: Er Benni era un cabrón facha que ayudó a Trum,multilingual_paradetox_es,analysis,,conclusión: er benni era un cabrón facha que ayudó a trum
jaja ok andate con la zorra esa chau olvidate de mi :),multilingual_paradetox_es,analysis,,jaja ok andate con la zorra esa chau olvidate de mi :)
PAMBISITOS dejen de responder a subnormales de mierda como éste.,multilingual_paradetox_es,analysis,,pambisitos dejen de responder a subnormales de mierda como éste.
"Tiene que ser fake, no me jodas. Jamás volverían a sus países.",multilingual_paradetox_es,analysis,,"tiene que ser fake, no me jodas. jamás volverían a sus países."
a ti no catalán cabron jajaja! Esta champions es vuestra y del bayer xd,multilingual_paradetox_es,analysis,,a ti no catalán cabron jajaja! esta champions es vuestra y del bayer xd
"Que algunos saquéis la bilis contra mi 😍😍 jajajajaja , monguers y gordos ...",multilingual_paradetox_es,analysis,,"que algunos saquéis la bilis contra mi 😍😍 jajajajaja , monguers y gordos ..."
Le han dado por lo que habrá robado antes y por lo que robará cuando salga del hospital.,multilingual_paradetox_es,analysis,,le han dado por lo que habrá robado antes y por lo que robará cuando salga del hospital.
Ve na cuando habla Mazzoleni que puta,multilingual_paradetox_es,analysis,,ve na cuando habla mazzoleni que puta
"Yo me quiero escapar también, dan paguita al llegar?",multilingual_paradetox_es,analysis,,"yo me quiero escapar también, dan paguita al llegar?"
"Pues súbete tu a repararlo, maricón",multilingual_paradetox_es,analysis,,"pues súbete tu a repararlo, maricón"
Habla en español catalán de mierda.,multilingual_paradetox_es,analysis,,habla en español catalán de mierda.
Y ahora me veo y parezco un Trump supporter. Putos nazis.,multilingual_paradetox_es,analysis,,y ahora me veo y parezco un trump supporter. putos nazis.
"Origen patológico , delincuencial , usurpante , ilegal resultado delicuncial usurpante y patológico",multilingual_paradetox_es,analysis,,"origen patológico , delincuencial , usurpante , ilegal resultado delicuncial usurpante y patológico"
"Soy bioquímico y estoy trabajando para el Gobierno de Navarra... ánimo, puto subnormal.",multilingual_paradetox_es,analysis,,"soy bioquímico y estoy trabajando para el gobierno de navarra... ánimo, puto subnormal."
"Menudos gilipollas. Como no, tenían que ser los guardaespaldas de la nazi de Le Pen...",multilingual_paradetox_es,analysis,,"menudos gilipollas. como no, tenían que ser los guardaespaldas de la nazi de le pen..."
#VivaElCineEspañol porque me gusta y por patriotismo. A ver si os enteráis pedazo de fachas.,multilingual_paradetox_es,analysis,,#vivaelcineespañol porque me gusta y por patriotismo. a ver si os enteráis pedazo de fachas.
Hacete cargo forro de mierda,multilingual_paradetox_es,analysis,,hacete cargo forro de mierda
"Estos críos.... Qué pillastres..... Son unos terremotos los angelitos... Qué energía la de estos chicos... El futuro, son el futuro..... ",multilingual_paradetox_es,analysis,,"estos críos.... qué pillastres..... son unos terremotos los angelitos... qué energía la de estos chicos... el futuro, son el futuro....."
Esa fascista JAMAS sera presi de !😂😂😂,multilingual_paradetox_es,analysis,,esa fascista jamas sera presi de !😂😂😂
"Costumbres tercermundistas que disfrutamos ya en Europa gracias a nuestros políticos progres, disfruten lo votado.",multilingual_paradetox_es,analysis,,"costumbres tercermundistas que disfrutamos ya en europa gracias a nuestros políticos progres, disfruten lo votado."
Lo hipócritas que son algunos con el tema de ladder no tiene tamaño AJAJAJ Vaya hipócritas de mierda ;),multilingual_paradetox_es,analysis,,lo hipócritas que son algunos con el tema de ladder no tiene tamaño ajajaj vaya hipócritas de mierda ;)
"Acojonante lo de la progresía, pagamos una barbaridad por alojar escoria mejor con unos servicios que ya quisieran nuestros mayores",multilingual_paradetox_es,analysis,,"acojonante lo de la progresía, pagamos una barbaridad por alojar escoria mejor con unos servicios que ya quisieran nuestros mayores"
"He puesto ""culo"" maemia, además de pequeño, mongolo. 😭",multilingual_paradetox_es,analysis,,"he puesto ""culo"" maemia, además de pequeño, mongolo. 😭"
Me cuesta creer que haya alguien igual de subnormal que Dalas.,multilingual_paradetox_es,analysis,,me cuesta creer que haya alguien igual de subnormal que dalas.
Como para no votar a Vox. Hijos de puta 300.000 con la que se nos vien encima.,multilingual_paradetox_es,analysis,,como para no votar a vox. hijos de puta 300.000 con la que se nos vien encima.
"Pues si, es una puta mierda, DEP por ellos.",multilingual_paradetox_es,analysis,,"pues si, es una puta mierda, dep por ellos."
"pero este tio es un puto subnormal, o que le pasa?",multilingual_paradetox_es,analysis,,"pero este tio es un puto subnormal, o que le pasa?"
Hoy prefieren el arbitraje manual. La mano negra del puto alemán ladrón.,multilingual_paradetox_es,analysis,,hoy prefieren el arbitraje manual. la mano negra del puto alemán ladrón.
"este chico es subnormal, confirmed",multilingual_paradetox_es,analysis,,"este chico es subnormal, confirmed"
Es lo más seguro que pase eso didac puto catalán,multilingual_paradetox_es,analysis,,es lo más seguro que pase eso didac puto catalán
Aprende el significado de mayoría parlamentaria subnormal,multilingual_paradetox_es,analysis,,aprende el significado de mayoría parlamentaria subnormal
"Con periodistas de mierda, con empleados de mierda.",multilingual_paradetox_es,analysis,,"con periodistas de mierda, con empleados de mierda."
Me rio de ti jajajajajajjaja fascista a la cueva,multilingual_paradetox_es,analysis,,me rio de ti jajajajajajjaja fascista a la cueva
"Llegó la racista maleducada, odias mi castellano al igual que a España y los españoles, supremacista arruinada y avergonzada",multilingual_paradetox_es,analysis,,"llegó la racista maleducada, odias mi castellano al igual que a españa y los españoles, supremacista arruinada y avergonzada"
Por 'Crush' os referís a putas chonis?,multilingual_paradetox_es,analysis,,por 'crush' os referís a putas chonis?
"Que bronca cuando estás jugando al FIFA y ponen pausa para responder los msj, que trolo man",multilingual_paradetox_es,analysis,,"que bronca cuando estás jugando al fifa y ponen pausa para responder los msj, que trolo man"
Pobre tarado que no sabes lo que dices .... pobre tarado,multilingual_paradetox_es,analysis,,pobre tarado que no sabes lo que dices .... pobre tarado
Eres tarado o que pasa  #hackmeseb,multilingual_paradetox_es,analysis,,eres tarado o que pasa #hackmeseb
Que manera de perder la cabeza por un zumo.,multilingual_paradetox_es,analysis,,que manera de perder la cabeza por un zumo.
es a cuartos de final subnormal,multilingual_paradetox_es,analysis,,es a cuartos de final subnormal
"Hombre... a mi me tocan mi zumito y también arranco cabezas, hay cosas que hay que respetar.",multilingual_paradetox_es,analysis,,"hombre... a mi me tocan mi zumito y también arranco cabezas, hay cosas que hay que respetar."
y encima esqe eres mu puta,multilingual_paradetox_es,analysis,,y encima esqe eres mu puta
da cobertura a terroristas de #Venezuela La deriva fascista del  y sus medios es muy preocupante. #ConElFranquismoHemosTopado,multilingual_paradetox_es,analysis,,da cobertura a terroristas de #venezuela la deriva fascista del y sus medios es muy preocupante. #conelfranquismohemostopado
Ese buen hombre por lo menos pagará 7 u 8 pensiones. Es el más valiente sin duda.,multilingual_paradetox_es,analysis,,ese buen hombre por lo menos pagará 7 u 8 pensiones. es el más valiente sin duda.
Y deportar a la escoria es parte de las leyes. Si para ti eso es justicia medieval haztelo mirar.,multilingual_paradetox_es,analysis,,y deportar a la escoria es parte de las leyes. si para ti eso es justicia medieval haztelo mirar.
Lo que está claro es que tú sigues siendo un operador político totalmente parcializado. Asco,multilingual_paradetox_es,analysis,,lo que está claro es que tú sigues siendo un operador político totalmente parcializado. asco
Menudo baño te están dando pequeño dictador! 👏👏👏👏👏👏👏,multilingual_paradetox_es,analysis,,menudo baño te están dando pequeño dictador! 👏👏👏👏👏👏👏
La esposa no solo hacia lofts sin licencia sino que ni siquiera tenía la carrera de arquitectura. Detalles sin importancia.,multilingual_paradetox_es,analysis,,la esposa no solo hacia lofts sin licencia sino que ni siquiera tenía la carrera de arquitectura. detalles sin importancia.
deja de tirarte abajo hija d re mil puta,multilingual_paradetox_es,analysis,,deja de tirarte abajo hija d re mil puta
Supongo que el subnormal de  estará llorando porque Benzemierda no ha sido titular y Cristiano ha marcado.,multilingual_paradetox_es,analysis,,supongo que el subnormal de estará llorando porque benzemierda no ha sido titular y cristiano ha marcado.
"Te gustan los niños,fascista de mierda?",multilingual_paradetox_es,analysis,,"te gustan los niños,fascista de mierda?"
Gran puta estos chinos de mierda vinieron a arruinar mi año 😭,multilingual_paradetox_es,analysis,,gran puta estos chinos de mierda vinieron a arruinar mi año 😭
No han dicho ya que vienen los mejores y los mas preparados?,multilingual_paradetox_es,analysis,,no han dicho ya que vienen los mejores y los mas preparados?
"Si, esa es la que os gusta a los fachas. Menos mal que sois cuatro gatos.",multilingual_paradetox_es,analysis,,"si, esa es la que os gusta a los fachas. menos mal que sois cuatro gatos."
"Los de ahora son un infierno político y social, ocasionados por políticos fanáticos",multilingual_paradetox_es,analysis,,"los de ahora son un infierno político y social, ocasionados por políticos fanáticos"
Los mejores y los más valientes.,multilingual_paradetox_es,analysis,,los mejores y los más valientes.
Yo voy a hacer #BoikotalosGoyas viendo la gala 😂😂 Que país de fachas!!!,multilingual_paradetox_es,analysis,,yo voy a hacer #boikotalosgoyas viendo la gala 😂😂 que país de fachas!!!
"El chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de Vox a tocar los huevos...",multilingual_paradetox_es,analysis,,"el chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de vox a tocar los huevos..."
Como les gusta el afeitado en seco a esta gente.,multilingual_paradetox_es,analysis,,como les gusta el afeitado en seco a esta gente.
"No pasa nada, al bajar dice que tiene 14 años y a vivir la vida midugis juejuejejejeuejjejj",multilingual_paradetox_es,analysis,,"no pasa nada, al bajar dice que tiene 14 años y a vivir la vida midugis juejuejejejeuejjejj"
"ya sabes q la Mal_llamada ""PERRA"" (=FIEL)  de la TOP FURCIA de Eugenia SILVA estuvo jugando al APOCALIPSIS..con l ex_marido..",multilingual_paradetox_es,analysis,,"ya sabes q la mal_llamada ""perra"" (=fiel) de la top furcia de eugenia silva estuvo jugando al apocalipsis..con l ex_marido.."
"a ver eso se elige, no es natural... Vas a arder en el infierno por sodomita.",multilingual_paradetox_es,analysis,,"a ver eso se elige, no es natural... vas a arder en el infierno por sodomita."
"subnormal que no sabes de fútbol ni de nada, eres un periodista de pacotilla.... 😋",multilingual_paradetox_es,analysis,,"subnormal que no sabes de fútbol ni de nada, eres un periodista de pacotilla.... 😋"
La justificación pedorra JAJAJAJ mejor no te defiendas 🤣🤣,multilingual_paradetox_es,analysis,,la justificación pedorra jajajaj mejor no te defiendas 🤣🤣
Pero siguen estando ahí y recibiendo subvenciones de la ilesia y del estado FASCISTA,multilingual_paradetox_es,analysis,,pero siguen estando ahí y recibiendo subvenciones de la ilesia y del estado fascista
"Queremos más dominicanos y más moros, Sánchez trae más.!!!!",multilingual_paradetox_es,analysis,,"queremos más dominicanos y más moros, sánchez trae más.!!!!"
solo 4? maldito hijo de puta fascista,multilingual_paradetox_es,analysis,,solo 4? maldito hijo de puta fascista
por favor dejad en paz a mi amiga la subnormal de mierda,multilingual_paradetox_es,analysis,,por favor dejad en paz a mi amiga la subnormal de mierda
"Y una mierda. Vox dice fuera a la inmigración ilegal que comete delitos, y de ahí no pasa.",multilingual_paradetox_es,analysis,,"y una mierda. vox dice fuera a la inmigración ilegal que comete delitos, y de ahí no pasa."
¿A qué puta perra hora suben el link de #HTGAWM?,multilingual_paradetox_es,analysis,,¿a qué puta perra hora suben el link de #htgawm?
Trump provocando como un macarra de pacotilla   vía,multilingual_paradetox_es,analysis,,trump provocando como un macarra de pacotilla vía
"me parto eh jaja es que vaya subnormal enserio, esta sobrevaloradisimo este actor.",multilingual_paradetox_es,analysis,,"me parto eh jaja es que vaya subnormal enserio, esta sobrevaloradisimo este actor."
"Otro día de mierda, en éste mes de mierda, de éste año de mierda",multilingual_paradetox_es,analysis,,"otro día de mierda, en éste mes de mierda, de éste año de mierda"
ME JUEGAS PUTO RETO O COMO VA LA COSA PUTO RETRASADO,multilingual_paradetox_es,analysis,,me juegas puto reto o como va la cosa puto retrasado
Putos rojos de mierda subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya,multilingual_paradetox_es,analysis,,putos rojos de mierda subvencionando con 40 millones algo tan innecesario como la cultura #boicotalosgoya
Ya te he respondido subnormal,multilingual_paradetox_es,analysis,,ya te he respondido subnormal
"Tranquilízate tú, ya que se supone que eres analista deportivo, no comediante o payaso, aunque a veces parezca lo contrario.",multilingual_paradetox_es,analysis,,"tranquilízate tú, ya que se supone que eres analista deportivo, no comediante o payaso, aunque a veces parezca lo contrario."
La puta que frustración .,multilingual_paradetox_es,analysis,,la puta que frustración .
"Lee mongolo, lee. Deja de dar pena",multilingual_paradetox_es,analysis,,"lee mongolo, lee. deja de dar pena"
¡Es que hay zumos y zumos!,multilingual_paradetox_es,analysis,,¡es que hay zumos y zumos!
"Sólo me hacen encabronar, no debemos nada a Centroamérica ni los invasores para regalarles dinero.",multilingual_paradetox_es,analysis,,"sólo me hacen encabronar, no debemos nada a centroamérica ni los invasores para regalarles dinero."
Fuentes del gobierno me comentan que hay que aumentar el altavoz para llamar a que vengan mas a intentarlo,multilingual_paradetox_es,analysis,,fuentes del gobierno me comentan que hay que aumentar el altavoz para llamar a que vengan mas a intentarlo
"Y los mejores, y los más valientes. La vieja dixit",multilingual_paradetox_es,analysis,,"y los mejores, y los más valientes. la vieja dixit"
Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  Puto retrasado #TierradeNadie10,multilingual_paradetox_es,analysis,,los reyes magos jajajajajajajajajajajajaja puto retrasado #tierradenadie10
jaja eso es mejor que ser maricon o comunista,multilingual_paradetox_es,analysis,,jaja eso es mejor que ser maricon o comunista
Lo que está claro es que ha llegado un ladrón menos.,multilingual_paradetox_es,analysis,,lo que está claro es que ha llegado un ladrón menos.
Jueves con J de mierda,multilingual_paradetox_es,analysis,,jueves con j de mierda
"Ahí ahí, protegiendo a tus niños. A los mejores. ¿A cuantos tienes metidos en casa?",multilingual_paradetox_es,analysis,,"ahí ahí, protegiendo a tus niños. a los mejores. ¿a cuantos tienes metidos en casa?"
nonono este 2020 se anda pasando de verga,multilingual_paradetox_es,analysis,,nonono este 2020 se anda pasando de verga
Los mierdas de ABC haciéndole campaña al Fracking.,multilingual_paradetox_es,analysis,,los mierdas de abc haciéndole campaña al fracking.
¿a que sigues los pasos del poeta maricon?,multilingual_paradetox_es,analysis,,¿a que sigues los pasos del poeta maricon?
Dale la vuelta a la camiseta y tienes el 6 del 6-1 de la REMONTADA MAMÓN!!!,multilingual_paradetox_es,analysis,,dale la vuelta a la camiseta y tienes el 6 del 6-1 de la remontada mamón!!!
"Solo vienen los mejores, los más valientes",multilingual_paradetox_es,analysis,,"solo vienen los mejores, los más valientes"
En el fondo me alegro por el subnormal de Emery.,multilingual_paradetox_es,analysis,,en el fondo me alegro por el subnormal de emery.
hijo de puta subnormal cabeza de polla gilipollas mental zoquete,multilingual_paradetox_es,analysis,,hijo de puta subnormal cabeza de polla gilipollas mental zoquete
"Gobierno de mierda""",multilingual_paradetox_es,analysis,,"gobierno de mierda"""
VIEJA PAYASA....................................... APARTA TU MIERDA DE MI MIERDA..................................... NO ME SEAS LOCA,multilingual_paradetox_es,analysis,,vieja payasa....................................... aparta tu mierda de mi mierda..................................... no me seas loca
Por que chingado los de Facebook tuvieron que hacer otra app para poder contestar mensajes 😡,multilingual_paradetox_es,analysis,,por que chingado los de facebook tuvieron que hacer otra app para poder contestar mensajes 😡
Nose que esperan para cerrar toda esa mierda,multilingual_paradetox_es,analysis,,nose que esperan para cerrar toda esa mierda
"A los machistas no les da miedo el feminismo, (muy machos ellos). Simplemente lo desprecian,.¡Imbéciles!.",multilingual_paradetox_es,analysis,,"a los machistas no les da miedo el feminismo, (muy machos ellos). simplemente lo desprecian,.¡imbéciles!."
Como puede ser un icono feminista una facha como ella?? 👀 estamos locos o qué?,multilingual_paradetox_es,analysis,,como puede ser un icono feminista una facha como ella?? 👀 estamos locos o qué?
"Basta ya hijos de las mil putas. Estáis agotando a la Afición, lo único digno que queda en el club.",multilingual_paradetox_es,analysis,,"basta ya hijos de las mil putas. estáis agotando a la afición, lo único digno que queda en el club."
"Para el podemitariado y los lobotomizados del noreste español, Cristina Pardo también es facha.",multilingual_paradetox_es,analysis,,"para el podemitariado y los lobotomizados del noreste español, cristina pardo también es facha."
Me confirman por aquí que mi padre es subnormal.,multilingual_paradetox_es,analysis,,me confirman por aquí que mi padre es subnormal.
Mire la saga de 50 sombras de Grey...casi todo eran.lectoras...les va el.morbillo no lo.nieguen,multilingual_paradetox_es,analysis,,mire la saga de 50 sombras de grey...casi todo eran.lectoras...les va el.morbillo no lo.nieguen
"This. Que puto asco de respuestas, sois repulsivos",multilingual_paradetox_es,analysis,,"this. que puto asco de respuestas, sois repulsivos"
"Solo la fe, el dogmatismo y la estupidez te pueden hacer votar a un elemento como este #SanchezVeteATuCasa",multilingual_paradetox_es,analysis,,"solo la fe, el dogmatismo y la estupidez te pueden hacer votar a un elemento como este #sanchezveteatucasa"
Hay un puto subnormal pitando en mi calle todo el puto rato,multilingual_paradetox_es,analysis,,hay un puto subnormal pitando en mi calle todo el puto rato
Dios mi madre es subnormal en serio,multilingual_paradetox_es,analysis,,dios mi madre es subnormal en serio
Un caracol inválido es más rápido que esta internet de mierda,multilingual_paradetox_es,analysis,,un caracol inválido es más rápido que esta internet de mierda
Aquí lo acogemos con los brazos abiertos y le damos una paguita vitalicia.,multilingual_paradetox_es,analysis,,aquí lo acogemos con los brazos abiertos y le damos una paguita vitalicia.
"tienen cojones pero huyen para que otros les REGALEN LA VIDA, un poco contradictorio no?",multilingual_paradetox_es,analysis,,"tienen cojones pero huyen para que otros les regalen la vida, un poco contradictorio no?"
"Pero que putas, maldita tensión rara entre Jaime y Brandon #GameofThrones #JaimeLannister",multilingual_paradetox_es,analysis,,"pero que putas, maldita tensión rara entre jaime y brandon #gameofthrones #jaimelannister"
Creo que deberían explotar este país de mierda,multilingual_paradetox_es,analysis,,creo que deberían explotar este país de mierda
El tonto de FC. ¿Con el PP no se podía abortar?,multilingual_paradetox_es,analysis,,el tonto de fc. ¿con el pp no se podía abortar?
Quien putas es Juan Sebastián?,multilingual_paradetox_es,analysis,,quien putas es juan sebastián?
"ha habido 6, no 5, 6.... Guti Guti Maricoooon, Maricoooon Maricoooooooon",multilingual_paradetox_es,analysis,,"ha habido 6, no 5, 6.... guti guti maricoooon, maricoooon maricoooooooon"
"Y lo dice un mongolo que se está forrando en la ""democrática"" Catar, para el parné no tiene problemas democráticos",multilingual_paradetox_es,analysis,,"y lo dice un mongolo que se está forrando en la ""democrática"" catar, para el parné no tiene problemas democráticos"
"Lo que no se es como no pone varias lineas de ferry,
2500 pavos cada uno y llenan.",multilingual_paradetox_es,analysis,,"lo que no se es como no pone varias lineas de ferry, 2500 pavos cada uno y llenan."
",, pin pon , todos los rojos delincuentes en sus ejercicio  ..",multilingual_paradetox_es,analysis,,",, pin pon , todos los rojos delincuentes en sus ejercicio .."
Ya empiezan los sinvergüenzas..  No faltes al respeto Rumano de mierda..,multilingual_paradetox_es,analysis,,ya empiezan los sinvergüenzas.. no faltes al respeto rumano de mierda..
"Que algún shur se ofrezca a llevarlos gratis, no vaya a ser que el precio sea un impedimento para nadie",multilingual_paradetox_es,analysis,,"que algún shur se ofrezca a llevarlos gratis, no vaya a ser que el precio sea un impedimento para nadie"
JAJAJAJAJJA Hostia puta que bueno JAJAJAJAJAJA,multilingual_paradetox_es,analysis,,jajajajajja hostia puta que bueno jajajajajaja
Tantos les cuesta entender simios de mierda,multilingual_paradetox_es,analysis,,tantos les cuesta entender simios de mierda
"Mejor obedecer a Soros que ser como VOX , el lacayo de Vladimir Putin ",multilingual_paradetox_es,analysis,,"mejor obedecer a soros que ser como vox , el lacayo de vladimir putin"
SALVEMOS A ESE ANIMAL DE LAS GARRAS ASESINAS Y FASCISTAS YA,multilingual_paradetox_es,analysis,,salvemos a ese animal de las garras asesinas y fascistas ya
"Perdón, que elite de mierda",multilingual_paradetox_es,analysis,,"perdón, que elite de mierda"
"Israelitas, chinos, moros, culés... así estaba el Bernabéu ese día, que daba entre pena y asco.",multilingual_paradetox_es,analysis,,"israelitas, chinos, moros, culés... así estaba el bernabéu ese día, que daba entre pena y asco."
menudos fachas xDDDDDDDDD HIJOS DE PUTA,multilingual_paradetox_es,analysis,,menudos fachas xddddddddd hijos de puta
Segurola es un subnormal desde el minuto 1.,multilingual_paradetox_es,analysis,,segurola es un subnormal desde el minuto 1.
Empiezo a sospechar que los traperos quieren competir con los youtubers para ver que grupo es más subnormal.,multilingual_paradetox_es,analysis,,empiezo a sospechar que los traperos quieren competir con los youtubers para ver que grupo es más subnormal.
"Debería darte vergüenza ofender las creencias de otras persona, intolerante fascista.",multilingual_paradetox_es,analysis,,"debería darte vergüenza ofender las creencias de otras persona, intolerante fascista."
Celebrando mas feliz una victoria del Barsa que una del Sevilla... Este subnormal no me representa como sevillista,multilingual_paradetox_es,analysis,,celebrando mas feliz una victoria del barsa que una del sevilla... este subnormal no me representa como sevillista
ahora ser liberal es de retrasado? pues eres un poco hipocrita y tonto amigo,multilingual_paradetox_es,analysis,,ahora ser liberal es de retrasado? pues eres un poco hipocrita y tonto amigo
¡Ese es mi Trump! 🇺🇸Que vean la galamierda los giligoyas y rojeras de los veinte duros ¡A mamarla!,multilingual_paradetox_es,analysis,,¡ese es mi trump! 🇺🇸que vean la galamierda los giligoyas y rojeras de los veinte duros ¡a mamarla!
Que arrechera esta economía de mierda,multilingual_paradetox_es,analysis,,que arrechera esta economía de mierda
Pura supervivencia. Me pones en riesgo? Te mato.,multilingual_paradetox_es,analysis,,pura supervivencia. me pones en riesgo? te mato.
"Así actúa la propaganda de la izquierda, como cualquier rancia dictadura",multilingual_paradetox_es,analysis,,"así actúa la propaganda de la izquierda, como cualquier rancia dictadura"
"Los mejores, los más valientes y preparados.",multilingual_paradetox_es,analysis,,"los mejores, los más valientes y preparados."
"Te quisiste Imponer Malparido INDIO ESCORIA 👈No Pudiste, La reunión va  En la OEA.",multilingual_paradetox_es,analysis,,"te quisiste imponer malparido indio escoria 👈no pudiste, la reunión va en la oea."
Yo quería ser main puta pero listisima para lo que se viene,multilingual_paradetox_es,analysis,,yo quería ser main puta pero listisima para lo que se viene
"lo que es curioso es que todos los imbeciles que llevan bandera podemita demuestra ser imbecil,con nota",multilingual_paradetox_es,analysis,,"lo que es curioso es que todos los imbeciles que llevan bandera podemita demuestra ser imbecil,con nota"
"Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda, asquerosos oportunistas 🖕👎",multilingual_paradetox_es,analysis,,"ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda, asquerosos oportunistas 🖕👎"
Luego si empiezan a aparecer los cadáveres de esta basura alguien se echara las manos a la cabeza.,multilingual_paradetox_es,analysis,,luego si empiezan a aparecer los cadáveres de esta basura alguien se echara las manos a la cabeza.
Manda cojones que nos meta gol el subnormal de Paco Alcácer....,multilingual_paradetox_es,analysis,,manda cojones que nos meta gol el subnormal de paco alcácer....
"En 2013 Dalas ya se sabía que era retrasado, que cojones?!",multilingual_paradetox_es,analysis,,"en 2013 dalas ya se sabía que era retrasado, que cojones?!"
Luego se queja Neymar... valiente subnormal.,multilingual_paradetox_es,analysis,,luego se queja neymar... valiente subnormal.
Los canis del 2000 y posteriores son aún más gilipollas que los anteriores.,multilingual_paradetox_es,analysis,,los canis del 2000 y posteriores son aún más gilipollas que los anteriores.
"Viene a currar como el que mas, se le ve",multilingual_paradetox_es,analysis,,"viene a currar como el que mas, se le ve"
